NAME,B08303_001E,B08303_013E,state,county
"Quay County, New Mexico",2990,20,35,037
"Rio Arriba County, New Mexico",13747,393,35,039
"Sandoval County, New Mexico",58254,1280,35,043
"San Juan County, New Mexico",45601,1104,35,045
"Santa Fe County, New Mexico",61505,836,35,049
"Socorro County, New Mexico",4947,133,35,053
"Okfuskee County, Oklahoma",3803,169,40,107
"Okmulgee County, Oklahoma",14183,330,40,111
"Osage County, Oklahoma",18174,283,40,113
"Pawnee County, Oklahoma",6195,147,40,117
"Payne County, Oklahoma",34664,742,40,119
"Pontotoc County, Oklahoma",16538,253,40,123
"Pottawatomie County, Oklahoma",28482,461,40,125
"Roger Mills County, Oklahoma",1407,39,40,129
"Rogers County, Oklahoma",41155,667,40,131
"Sequoyah County, Oklahoma",15522,308,40,135
"Stephens County, Oklahoma",16615,574,40,137
"Tillman County, Oklahoma",2571,58,40,141
"Tulsa County, Oklahoma",291810,3659,40,143
"Washington County, Oklahoma",21251,175,40,147
"Washita County, Oklahoma",4714,266,40,149
"Woodward County, Oklahoma",9106,518,40,153
"Baker County, Oregon",5512,117,41,001
"Clackamas County, Oregon",180990,3921,41,005
"Clatsop County, Oregon",16878,470,41,007
"Columbia County, Oregon",21310,667,41,009
"Coos County, Oregon",23559,619,41,011
"Crook County, Oregon",9104,439,41,013
"Curry County, Oregon",6597,201,41,015
"Deschutes County, Oregon",80555,1328,41,017
"Douglas County, Oregon",39613,756,41,019
"Gilliam County, Oregon",702,9,41,021
"Grant County, Oregon",2672,99,41,023
"Harney County, Oregon",2816,65,41,025
"Hood River County, Oregon",10269,249,41,027
"Jackson County, Oregon",88080,992,41,029
"Jefferson County, Oregon",8521,320,41,031
"Josephine County, Oregon",29604,336,41,033
"Klamath County, Oregon",25041,229,41,035
"Lake County, Oregon",2661,120,41,037
"Lane County, Oregon",159098,3153,41,039
"Lincoln County, Oregon",17373,312,41,041
"Linn County, Oregon",52048,1544,41,043
"Malheur County, Oregon",10273,275,41,045
"Marion County, Oregon",144356,2697,41,047
"Multnomah County, Oregon",385815,7327,41,051
"Sherman County, Oregon",675,17,41,055
"Tillamook County, Oregon",9933,213,41,057
"Union County, Oregon",10443,229,41,061
"Wallowa County, Oregon",2716,52,41,063
"Washington County, Oregon",278393,4296,41,067
"Wheeler County, Oregon",422,27,41,069
"Bristol County, Rhode Island",22758,633,44,001
"Kent County, Rhode Island",81226,1631,44,003
"Providence County, Rhode Island",292469,7638,44,007
"Washington County, Rhode Island",59469,1620,44,009
"Allegheny County, Pennsylvania",563061,9610,42,003
"Armstrong County, Pennsylvania",27975,1174,42,005
"Bedford County, Pennsylvania",20414,797,42,009
"Berks County, Pennsylvania",189370,4931,42,011
"Bradford County, Pennsylvania",24412,317,42,015
"Bucks County, Pennsylvania",298151,11341,42,017
"Cambria County, Pennsylvania",53212,1437,42,021
"Cameron County, Pennsylvania",1832,51,42,023
"Centre County, Pennsylvania",70083,1115,42,027
"Worth County, Georgia",8565,240,13,321
"Clearwater County, Idaho",2709,131,16,035
"Elmore County, Idaho",11883,301,16,039
"Gem County, Idaho",7109,77,16,045
"Jefferson County, Idaho",12243,278,16,051
"Kootenai County, Idaho",67617,1265,16,055
"Lewis County, Idaho",1288,22,16,061
"Minidoka County, Idaho",8848,58,16,067
"Oneida County, Idaho",1697,51,16,071
"Power County, Idaho",3170,1,16,077
"Twin Falls County, Idaho",37566,764,16,083
"Adams County, Illinois",30663,366,17,001
"Bond County, Illinois",6489,56,17,005
"Bureau County, Illinois",14923,391,17,011
"Cass County, Illinois",5395,72,17,017
"Christian County, Illinois",14193,155,17,021
"Clinton County, Illinois",17209,246,17,027
"Crawford County, Illinois",7508,74,17,033
"De Witt County, Illinois",7398,70,17,039
"DuPage County, Illinois",430878,12211,17,043
"Effingham County, Illinois",15973,302,17,049
"Franklin County, Illinois",14827,400,17,055
"Greene County, Illinois",5532,145,17,061
"Hamilton County, Illinois",3061,150,17,065
"Henderson County, Illinois",3045,94,17,071
"Jackson County, Illinois",22208,419,17,077
"Marion County, Illinois",15260,244,17,121
"Massac County, Illinois",5432,125,17,127
"Monroe County, Illinois",16847,305,17,133
"Moultrie County, Illinois",6332,115,17,139
"Peoria County, Illinois",75200,862,17,143
"Pike County, Illinois",6170,163,17,149
"Putnam County, Illinois",2608,76,17,155
"Rock Island County, Illinois",63145,831,17,161
"Saline County, Illinois",9138,322,17,165
"Scott County, Illinois",2180,51,17,171
"Stephenson County, Illinois",19233,702,17,177
"Vermilion County, Illinois",29265,497,17,183
"Washington County, Illinois",6568,154,17,189
"White County, Illinois",5624,65,17,193
"Williamson County, Illinois",27595,834,17,199
"Adair County, Iowa",3199,58,19,001
"Appanoose County, Iowa",4644,151,19,007
"Benton County, Iowa",12471,239,19,011
"Bremer County, Iowa",11753,230,19,017
"Buena Vista County, Iowa",9437,81,19,021
"Carroll County, Iowa",9930,138,19,027
"Cerro Gordo County, Iowa",20411,429,19,033
"Clarke County, Iowa",4114,95,19,039
"Clayton County, Iowa",8277,287,19,043
"Dallas County, Iowa",43714,567,19,049
"Delaware County, Iowa",8542,257,19,055
"Jasper County, Iowa",16786,197,19,099
"Jones County, Iowa",8478,144,19,105
"Kossuth County, Iowa",6526,28,19,109
"Louisa County, Iowa",5196,82,19,115
"Madison County, Iowa",7955,168,19,121
"Marion County, Iowa",15439,106,19,125
"Mitchell County, Iowa",4903,79,19,131
"Montgomery County, Iowa",4637,72,19,137
"Taos County, New Mexico",11307,300,35,055
"Union County, New Mexico",1244,48,35,059
"Valencia County, New Mexico",27732,349,35,061
"Barnes County, North Dakota",5375,86,38,003
"Benson County, North Dakota",2053,17,38,005
"Bottineau County, North Dakota",2810,36,38,009
"Bowman County, North Dakota",1424,20,38,011
"Burleigh County, North Dakota",47247,1074,38,015
"Cass County, North Dakota",99859,1109,38,017
"Dickey County, North Dakota",2128,74,38,021
"Dunn County, North Dakota",1782,22,38,025
"Eddy County, North Dakota",1049,14,38,027
"Foster County, North Dakota",1605,4,38,031
"Golden Valley County, North Dakota",889,32,38,033
"Grant County, North Dakota",918,32,38,037
"Griggs County, North Dakota",1046,23,38,039
"Kidder County, North Dakota",1019,37,38,043
"LaMoure County, North Dakota",1840,41,38,045
"McHenry County, North Dakota",2449,106,38,049
"McIntosh County, North Dakota",1212,15,38,051
"McLean County, North Dakota",4138,102,38,055
"Mercer County, North Dakota",3876,67,38,057
"Mountrail County, North Dakota",4546,132,38,061
"Oliver County, North Dakota",758,12,38,065
"Pembina County, North Dakota",3118,37,38,067
"Ramsey County, North Dakota",5905,197,38,071
"Ransom County, North Dakota",2531,122,38,073
"Richland County, North Dakota",7781,183,38,077
"Rolette County, North Dakota",4973,63,38,079
"Sheridan County, North Dakota",495,21,38,083
"Sioux County, North Dakota",1246,13,38,085
"Stark County, North Dakota",14616,501,38,089
"Steele County, North Dakota",786,10,38,091
"Towner County, North Dakota",938,11,38,095
"Traill County, North Dakota",3826,32,38,097
"Ward County, North Dakota",36541,1378,38,101
"Williams County, North Dakota",18152,197,38,105
"Apache County, Arizona",17163,871,04,001
"Cochise County, Arizona",44452,926,04,003
"Coconino County, Arizona",60029,1386,04,005
"Gila County, Arizona",17621,994,04,007
"Graham County, Arizona",12629,433,04,009
"Greenlee County, Arizona",3968,73,04,011
"La Paz County, Arizona",5950,20,04,012
"Maricopa County, Arizona",1894003,34645,04,013
"Mohave County, Arizona",68949,2302,04,015
"Navajo County, Arizona",31619,1188,04,017
"Pima County, Arizona",413775,7600,04,019
"Pinal County, Arizona",151300,3902,04,021
"Santa Cruz County, Arizona",16822,520,04,023
"Yavapai County, Arizona",81194,2660,04,025
"Yuma County, Arizona",78180,1642,04,027
"Allen County, Kansas",5626,240,20,001
"Anderson County, Kansas",3057,41,20,003
"Atchison County, Kansas",7330,71,20,005
"Barber County, Kansas",2053,23,20,007
"Barton County, Kansas",12183,205,20,009
"Bourbon County, Kansas",5883,172,20,011
"Chester County, Pennsylvania",235830,5777,42,029
"Clearfield County, Pennsylvania",31882,1230,42,033
"Clinton County, Pennsylvania",16651,499,42,035
"Crawford County, Pennsylvania",34898,762,42,039
"Cumberland County, Pennsylvania",114796,2589,42,041
"Delaware County, Pennsylvania",252881,5452,42,045
"Elk County, Pennsylvania",14671,185,42,047
"Fayette County, Pennsylvania",51374,1741,42,051
"Forest County, Pennsylvania",1250,46,42,053
"Fulton County, Pennsylvania",6449,340,42,057
"Greene County, Pennsylvania",12995,425,42,059
"Indiana County, Pennsylvania",33930,1089,42,063
"Jefferson County, Pennsylvania",18659,829,42,065
"Lackawanna County, Pennsylvania",91910,2378,42,069
"Lancaster County, Pennsylvania",252184,5416,42,071
"Lebanon County, Pennsylvania",62601,646,42,075
"Lehigh County, Pennsylvania",164305,5119,42,077
"Lycoming County, Pennsylvania",49720,1380,42,081
"McKean County, Pennsylvania",16652,414,42,083
"Mercer County, Pennsylvania",44616,1054,42,085
"Monroe County, Pennsylvania",74255,10724,42,089
"Montgomery County, Pennsylvania",382934,9404,42,091
"Montour County, Pennsylvania",8123,60,42,093
"Northampton County, Pennsylvania",139010,6104,42,095
"Northumberland County, Pennsylvania",38691,1131,42,097
"Perry County, Pennsylvania",20850,524,42,099
"Philadelphia County, Pennsylvania",644602,27659,42,101
"Pike County, Pennsylvania",22753,3820,42,103
"Potter County, Pennsylvania",6292,297,42,105
"Schuylkill County, Pennsylvania",60353,1856,42,107
"Snyder County, Pennsylvania",18291,553,42,109
"Somerset County, Pennsylvania",30129,1240,42,111
"Sullivan County, Pennsylvania",2533,72,42,113
"Susquehanna County, Pennsylvania",16191,438,42,115
"Tioga County, Pennsylvania",16719,443,42,117
"Union County, Pennsylvania",16497,212,42,119
"Venango County, Pennsylvania",20691,534,42,121
"Warren County, Pennsylvania",16905,257,42,123
"Washington County, Pennsylvania",90856,1620,42,125
"Wayne County, Pennsylvania",19389,1005,42,127
"Wyoming County, Pennsylvania",11575,245,42,131
"York County, Pennsylvania",208652,5931,42,133
"Abbeville County, South Carolina",9511,263,45,001
"Allendale County, South Carolina",2679,147,45,005
"Anderson County, South Carolina",85537,1774,45,007
"Barnwell County, South Carolina",8131,523,45,011
"Beaufort County, South Carolina",76722,1380,45,013
"Calhoun County, South Carolina",6355,198,45,017
"Charleston County, South Carolina",189682,2331,45,019
"Chester County, South Carolina",12808,182,45,023
"Chesterfield County, South Carolina",19047,447,45,025
"Colleton County, South Carolina",15219,363,45,029
"Darlington County, South Carolina",25095,515,45,031
"Dillon County, South Carolina",11039,125,45,033
"Edgefield County, South Carolina",10286,206,45,037
"Fairfield County, South Carolina",9459,284,45,039
"Georgetown County, South Carolina",23110,986,45,043
"O'Brien County, Iowa",6699,73,19,141
"Palo Alto County, Iowa",4461,72,19,147
"Polk County, Iowa",236356,2221,19,153
"Poweshiek County, Iowa",8765,128,19,157
"Scott County, Iowa",79180,823,19,163
"Story County, Iowa",46532,333,19,169
"Taylor County, Iowa",2822,109,19,173
"Wapello County, Iowa",15296,402,19,179
"Wayne County, Iowa",2636,101,19,185
"Winnebago County, Iowa",5068,34,19,189
"Worth County, Iowa",3674,75,19,195
"Anne Arundel County, Maryland",277525,11121,24,003
"Calvert County, Maryland",43706,4459,24,009
"Cecil County, Maryland",47561,1618,24,015
"Frederick County, Maryland",121196,8293,24,021
"Howard County, Maryland",150900,5480,24,027
"Montgomery County, Maryland",487256,16908,24,031
"St. Mary's County, Maryland",52578,4011,24,037
"Cheboygan County, Michigan",9631,329,26,031
"Clinton County, Michigan",35696,662,26,037
"Dickinson County, Michigan",10923,205,26,043
"Emmet County, Michigan",15232,272,26,047
"Gogebic County, Michigan",5709,160,26,053
"Hillsdale County, Michigan",17913,542,26,059
"Ingham County, Michigan",131449,2519,26,065
"Iosco County, Michigan",8718,282,26,069
"Jackson County, Michigan",65049,1156,26,075
"Kent County, Michigan",307455,4143,26,081
"Lapeer County, Michigan",37444,2240,26,087
"Lenawee County, Michigan",41694,1025,26,091
"Mackinac County, Michigan",4084,83,26,097
"Marquette County, Michigan",28801,627,26,103
"Menominee County, Michigan",9852,204,26,109
"Missaukee County, Michigan",6005,115,26,113
"Montmorency County, Michigan",2965,53,26,119
"Oakland County, Michigan",582560,7018,26,125
"Ontonagon County, Michigan",1831,112,26,131
"Otsego County, Michigan",10150,166,26,137
"Presque Isle County, Michigan",4178,195,26,141
"St. Clair County, Michigan",68472,2307,26,147
"Schoolcraft County, Michigan",2962,57,26,153
"Van Buren County, Michigan",32323,528,26,159
"George County, Mississippi",7698,222,28,039
"Hancock County, Mississippi",19711,834,28,045
"Holmes County, Mississippi",4821,160,28,051
"Itawamba County, Mississippi",9590,169,28,057
"Jefferson County, Mississippi",2200,49,28,063
"Kemper County, Mississippi",3581,136,28,069
"Lamar County, Mississippi",27486,1412,28,073
"Leake County, Mississippi",8194,424,28,079
"Lincoln County, Mississippi",12517,863,28,085
"Marion County, Mississippi",8103,993,28,091
"Montgomery County, Mississippi",3641,139,28,097
"Newton County, Mississippi",8388,181,28,101
"Panola County, Mississippi",11332,162,28,107
"Pike County, Mississippi",13386,644,28,113
"Quitman County, Mississippi",2179,34,28,119
"Sharkey County, Mississippi",1725,35,28,125
"Smith County, Mississippi",5682,463,28,129
"Butler County, Kansas",28841,616,20,015
"Chautauqua County, Kansas",1235,38,20,019
"Cherokee County, Kansas",8252,47,20,021
"Clark County, Kansas",854,17,20,025
"Clay County, Kansas",3562,56,20,027
"Coffey County, Kansas",3688,98,20,031
"Comanche County, Kansas",835,4,20,033
"Crawford County, Kansas",18189,230,20,037
"Dickinson County, Kansas",8489,93,20,041
"Doniphan County, Kansas",3659,25,20,043
"Edwards County, Kansas",1226,42,20,047
"Elk County, Kansas",903,99,20,049
"Ellsworth County, Kansas",2502,40,20,053
"Finney County, Kansas",17486,118,20,055
"Franklin County, Kansas",11937,190,20,059
"Geary County, Kansas",16059,110,20,061
"Graham County, Kansas",1088,7,20,065
"Gray County, Kansas",3087,30,20,069
"Greeley County, Kansas",509,0,20,071
"Hamilton County, Kansas",1016,2,20,075
"Harper County, Kansas",2136,16,20,077
"Haskell County, Kansas",1803,125,20,081
"Hodgeman County, Kansas",904,0,20,083
"Jefferson County, Kansas",9063,216,20,087
"Johnson County, Kansas",287955,2517,20,091
"Kearny County, Kansas",1569,82,20,093
"Kiowa County, Kansas",1069,15,20,097
"Labette County, Kansas",8967,76,20,099
"Leavenworth County, Kansas",34121,350,20,103
"Lincoln County, Kansas",1259,18,20,105
"Logan County, Kansas",1288,36,20,109
"McPherson County, Kansas",13908,79,20,113
"Marion County, Kansas",5233,104,20,115
"Meade County, Kansas",1873,31,20,119
"Miami County, Kansas",15077,369,20,121
"Montgomery County, Kansas",13446,267,20,125
"Morris County, Kansas",2565,28,20,127
"Nemaha County, Kansas",4819,30,20,131
"Neosho County, Kansas",6732,93,20,133
"Norton County, Kansas",2113,44,20,137
"Osborne County, Kansas",1611,46,20,141
"Ottawa County, Kansas",2681,114,20,143
"Pawnee County, Kansas",2618,36,20,145
"Phillips County, Kansas",2497,87,20,147
"Pottawatomie County, Kansas",10748,367,20,149
"Pratt County, Kansas",4175,86,20,151
"Rawlins County, Kansas",1149,3,20,153
"Reno County, Kansas",27333,283,20,155
"Republic County, Kansas",2062,79,20,157
"Rice County, Kansas",4441,97,20,159
"Riley County, Kansas",38934,275,20,161
"Rooks County, Kansas",2124,82,20,163
"Rush County, Kansas",1341,68,20,165
"Russell County, Kansas",2951,44,20,167
"Saline County, Kansas",25764,323,20,169
"Scott County, Kansas",2248,29,20,171
"Sedgwick County, Kansas",237467,3026,20,173
"Seward County, Kansas",10163,155,20,175
"Shawnee County, Kansas",79539,591,20,177
"Sheridan County, Kansas",1262,14,20,179
"Hampton County, South Carolina",7230,368,45,049
"Horry County, South Carolina",138840,2302,45,051
"Kershaw County, South Carolina",26900,488,45,055
"Lancaster County, South Carolina",36598,845,45,057
"Laurens County, South Carolina",26706,383,45,059
"Lexington County, South Carolina",133437,2685,45,063
"McCormick County, South Carolina",2825,159,45,065
"Marlboro County, South Carolina",8402,255,45,069
"Newberry County, South Carolina",16947,314,45,071
"Orangeburg County, South Carolina",32197,964,45,075
"Pickens County, South Carolina",52385,1259,45,077
"Saluda County, South Carolina",8176,314,45,081
"Spartanburg County, South Carolina",136589,2158,45,083
"Union County, South Carolina",10912,288,45,087
"Williamsburg County, South Carolina",10938,555,45,089
"York County, South Carolina",123096,2265,45,091
"Beadle County, South Dakota",8352,40,46,005
"Bennett County, South Dakota",1166,17,46,007
"Brookings County, South Dakota",17206,212,46,011
"Brown County, South Dakota",19541,140,46,013
"Buffalo County, South Dakota",554,0,46,017
"Butte County, South Dakota",4372,5,46,019
"Campbell County, South Dakota",596,6,46,021
"Charles Mix County, South Dakota",3487,61,46,023
"Clark County, South Dakota",1458,30,46,025
"Clay County, South Dakota",6352,67,46,027
"Codington County, South Dakota",14186,211,46,029
"Corson County, South Dakota",836,9,46,031
"Custer County, South Dakota",3630,209,46,033
"Davison County, South Dakota",9828,45,46,035
"Day County, South Dakota",2314,21,46,037
"Deuel County, South Dakota",2117,42,46,039
"Dewey County, South Dakota",1754,9,46,041
"Douglas County, South Dakota",1282,56,46,043
"Edmunds County, South Dakota",1651,24,46,045
"Fall River County, South Dakota",2400,85,46,047
"Faulk County, South Dakota",859,11,46,049
"Grant County, South Dakota",3472,53,46,051
"Gregory County, South Dakota",1806,28,46,053
"Haakon County, South Dakota",699,0,46,055
"Hamlin County, South Dakota",2598,41,46,057
"Hand County, South Dakota",1384,1,46,059
"Harding County, South Dakota",434,10,46,063
"Hughes County, South Dakota",8660,96,46,065
"Hyde County, South Dakota",694,0,46,069
"Jackson County, South Dakota",796,8,46,071
"Jones County, South Dakota",374,0,46,075
"Kingsbury County, South Dakota",2274,32,46,077
"Greenville County, South Carolina",233919,3947,45,045
"Lake County, South Dakota",6312,93,46,079
"Lincoln County, South Dakota",29033,290,46,083
"Lyman County, South Dakota",1530,26,46,085
"McPherson County, South Dakota",913,15,46,089
"Marshall County, South Dakota",2375,34,46,091
"Mellette County, South Dakota",589,4,46,095
"Miner County, South Dakota",994,11,46,097
"Moody County, South Dakota",2845,16,46,101
"Tallahatchie County, Mississippi",4603,146,28,135
"Tishomingo County, Mississippi",7541,126,28,141
"Walthall County, Mississippi",4842,339,28,147
"Wayne County, Mississippi",7003,705,28,153
"Winston County, Mississippi",6440,210,28,159
"Bernalillo County, New Mexico",297268,4574,35,001
"Roosevelt County, New Mexico",7837,144,35,041
"San Miguel County, New Mexico",9294,240,35,047
"Sierra County, New Mexico",3256,93,35,051
"Torrance County, New Mexico",4641,322,35,057
"Adams County, North Dakota",942,19,38,001
"Billings County, North Dakota",385,9,38,007
"Burke County, North Dakota",968,57,38,013
"Cavalier County, North Dakota",1725,43,38,019
"Divide County, North Dakota",891,3,38,023
"Emmons County, North Dakota",1286,25,38,029
"Grand Forks County, North Dakota",37174,296,38,035
"Hettinger County, North Dakota",1034,14,38,041
"Logan County, North Dakota",736,7,38,047
"McKenzie County, North Dakota",6318,110,38,053
"Morton County, North Dakota",16597,243,38,059
"Nelson County, North Dakota",1319,36,38,063
"Pierce County, North Dakota",1765,10,38,069
"Renville County, North Dakota",1061,93,38,075
"Sargent County, North Dakota",1966,16,38,081
"Slope County, North Dakota",265,10,38,087
"Stutsman County, North Dakota",10042,298,38,093
"Walsh County, North Dakota",5083,89,38,099
"Wells County, North Dakota",1739,64,38,103
"Brown County, Kansas",4071,72,20,013
"Chase County, Kansas",1033,38,20,017
"Cheyenne County, Kansas",1067,7,20,023
"Cloud County, Kansas",4040,62,20,029
"Cowley County, Kansas",14786,299,20,035
"Decatur County, Kansas",1119,18,20,039
"Douglas County, Kansas",62356,495,20,045
"Ellis County, Kansas",15179,173,20,051
"Ford County, Kansas",16148,119,20,057
"Gove County, Kansas",1079,18,20,063
"Grant County, Kansas",2893,161,20,067
"Greenwood County, Kansas",2742,102,20,073
"Harvey County, Kansas",16157,288,20,079
"Jackson County, Kansas",5876,366,20,085
"Jewell County, Kansas",1153,13,20,089
"Kingman County, Kansas",3362,48,20,095
"Lane County, Kansas",705,31,20,101
"Linn County, Kansas",3973,203,20,107
"Lyon County, Kansas",16132,379,20,111
"Marshall County, Kansas",4562,62,20,117
"Mitchell County, Kansas",2567,17,20,123
"Morton County, Kansas",1030,16,20,129
"Ness County, Kansas",1270,36,20,135
"Osage County, Kansas",6889,241,20,139
"Stafford County, Kansas",1823,24,20,185
"Sumner County, Kansas",9644,92,20,191
"Wabaunsee County, Kansas",3059,56,20,197
"Wichita County, Kansas",944,2,20,203
"Woodson County, Kansas",1239,49,20,207
"Allen County, Kentucky",7872,159,21,003
"Sherman County, Kansas",2411,0,20,181
"Smith County, Kansas",1554,39,20,183
"Stanton County, Kansas",768,0,20,187
"Stevens County, Kansas",2130,33,20,189
"Thomas County, Kansas",4006,155,20,193
"Trego County, Kansas",1473,46,20,195
"Wallace County, Kansas",605,0,20,199
"Washington County, Kansas",2438,34,20,201
"Wilson County, Kansas",3678,83,20,205
"Wyandotte County, Kansas",72585,671,20,209
"Adair County, Kentucky",6947,220,21,001
"Anderson County, Kentucky",9767,111,21,005
"Ballard County, Kentucky",3061,58,21,007
"Bath County, Kentucky",4348,239,21,011
"Bell County, Kentucky",6963,190,21,013
"Bourbon County, Kentucky",8570,105,21,017
"Boyd County, Kentucky",17333,412,21,019
"Bracken County, Kentucky",3393,167,21,023
"Breckinridge County, Kentucky",6984,447,21,027
"Bullitt County, Kentucky",37937,559,21,029
"Caldwell County, Kentucky",4895,122,21,033
"Calloway County, Kentucky",17220,183,21,035
"Carlisle County, Kentucky",1630,14,21,039
"Carroll County, Kentucky",4300,65,21,041
"Casey County, Kentucky",5095,291,21,045
"Christian County, Kentucky",30083,671,21,047
"Clay County, Kentucky",5248,202,21,051
"Clinton County, Kentucky",3561,16,21,053
"Cumberland County, Kentucky",2262,39,21,057
"Daviess County, Kentucky",44345,740,21,059
"Elliott County, Kentucky",1697,171,21,063
"Fayette County, Kentucky",153827,2433,21,067
"Fleming County, Kentucky",5150,379,21,069
"Franklin County, Kentucky",21865,118,21,073
"Fulton County, Kentucky",2048,7,21,075
"Garrard County, Kentucky",7150,274,21,079
"Grant County, Kentucky",10700,237,21,081
"Grayson County, Kentucky",10225,412,21,085
"Green County, Kentucky",3795,157,21,087
"Hancock County, Kentucky",3599,75,21,091
"Hardin County, Kentucky",47873,577,21,093
"Harrison County, Kentucky",8013,355,21,097
"Henderson County, Kentucky",19294,246,21,101
"Henry County, Kentucky",6469,125,21,103
"Hickman County, Kentucky",1511,9,21,105
"Hopkins County, Kentucky",17963,310,21,107
"Jackson County, Kentucky",3830,209,21,109
"Jefferson County, Kentucky",352043,4862,21,111
"Jessamine County, Kentucky",22920,311,21,113
"Johnson County, Kentucky",6370,305,21,115
"Kenton County, Kentucky",80603,1107,21,117
"Knott County, Kentucky",4160,260,21,119
"Knox County, Kentucky",9136,184,21,121
"Larue County, Kentucky",6109,99,21,123
"Laurel County, Kentucky",22634,543,21,125
"Lawrence County, Kentucky",4355,154,21,127
"Lee County, Kentucky",1998,394,21,129
"Leslie County, Kentucky",3136,241,21,131
"Letcher County, Kentucky",6888,203,21,133
"Oglala Lakota County, South Dakota",3456,45,46,102
"Perkins County, South Dakota",1169,28,46,105
"Potter County, South Dakota",1022,0,46,107
"Roberts County, South Dakota",4279,55,46,109
"Spink County, South Dakota",2682,40,46,115
"Stanley County, South Dakota",1735,23,46,117
"Todd County, South Dakota",2204,7,46,121
"Tripp County, South Dakota",2639,42,46,123
"Union County, South Dakota",7678,49,46,127
"Walworth County, South Dakota",2493,30,46,129
"Ziebach County, South Dakota",718,2,46,137
"Anderson County, Tennessee",29980,572,47,001
"Benton County, Tennessee",5357,180,47,005
"Bledsoe County, Tennessee",5524,281,47,007
"Bradley County, Tennessee",46916,877,47,011
"Campbell County, Tennessee",14645,394,47,013
"Carroll County, Tennessee",10815,448,47,017
"Carter County, Tennessee",21686,392,47,019
"Chester County, Tennessee",6285,241,47,023
"Claiborne County, Tennessee",11807,293,47,025
"Cocke County, Tennessee",13612,412,47,029
"Coffee County, Tennessee",23416,460,47,031
"Cumberland County, Tennessee",20367,668,47,035
"Davidson County, Tennessee",338801,5250,47,037
"DeKalb County, Tennessee",7685,237,47,041
"Dickson County, Tennessee",23174,602,47,043
"Dyer County, Tennessee",15659,353,47,045
"Fayette County, Tennessee",16544,292,47,047
"Fentress County, Tennessee",6632,254,47,049
"Franklin County, Tennessee",16909,317,47,051
"Gibson County, Tennessee",19440,256,47,053
"Giles County, Tennessee",11825,269,47,055
"Grainger County, Tennessee",8765,290,47,057
"Greene County, Tennessee",25969,455,47,059
"Grundy County, Tennessee",4967,90,47,061
"Hamblen County, Tennessee",25824,441,47,063
"Hamilton County, Tennessee",161236,2050,47,065
"Hancock County, Tennessee",1987,31,47,067
"Hardeman County, Tennessee",7755,267,47,069
"Hardin County, Tennessee",9164,459,47,071
"Hawkins County, Tennessee",20542,418,47,073
"Haywood County, Tennessee",7402,84,47,075
"Henderson County, Tennessee",10096,299,47,077
"Henry County, Tennessee",11958,313,47,079
"Hickman County, Tennessee",9784,497,47,081
"Houston County, Tennessee",2921,172,47,083
"Humphreys County, Tennessee",7248,450,47,085
"Jefferson County, Tennessee",22046,237,47,089
"Johnson County, Tennessee",5361,165,47,091
"Lake County, Tennessee",1652,32,47,095
"Lauderdale County, Tennessee",8793,382,47,097
"Lewis County, Tennessee",4514,202,47,101
"Lincoln County, Tennessee",14519,426,47,103
"McMinn County, Tennessee",20929,271,47,107
"McNairy County, Tennessee",8925,373,47,109
"Madison County, Tennessee",40481,470,47,113
"Marion County, Tennessee",11309,344,47,115
"Maury County, Tennessee",41956,962,47,119
"Boone County, Kentucky",60972,975,21,015
"Boyle County, Kentucky",11300,132,21,021
"Breathitt County, Kentucky",3756,321,21,025
"Butler County, Kentucky",4810,114,21,031
"Campbell County, Kentucky",43298,761,21,037
"Carter County, Kentucky",8409,458,21,043
"Clark County, Kentucky",15428,309,21,049
"Crittenden County, Kentucky",3378,131,21,055
"Edmonson County, Kentucky",4303,254,21,061
"Estill County, Kentucky",4599,265,21,065
"Floyd County, Kentucky",10601,322,21,071
"Gallatin County, Kentucky",3695,90,21,077
"Graves County, Kentucky",14928,187,21,083
"Greenup County, Kentucky",13296,299,21,089
"Harlan County, Kentucky",6295,189,21,095
"Hart County, Kentucky",7233,371,21,099
"McLean County, Kentucky",3590,83,21,149
"Magoffin County, Kentucky",3242,307,21,153
"Martin County, Kentucky",3102,189,21,159
"Menifee County, Kentucky",1999,163,21,165
"Monroe County, Kentucky",4320,214,21,171
"Muhlenberg County, Kentucky",11466,250,21,177
"Ohio County, Kentucky",9391,202,21,183
"Owsley County, Kentucky",1183,130,21,189
"Perry County, Kentucky",9009,324,21,193
"Pulaski County, Kentucky",24656,955,21,199
"Rowan County, Kentucky",9736,451,21,205
"Shelby County, Kentucky",22109,396,21,211
"Taylor County, Kentucky",10336,342,21,217
"Trigg County, Kentucky",5628,144,21,221
"Warren County, Kentucky",61601,1565,21,227
"Webster County, Kentucky",4920,99,21,233
"Woodford County, Kentucky",11983,114,21,239
"Cumberland County, Maine",144419,2546,23,005
"Kennebec County, Maine",55146,1092,23,011
"Oxford County, Maine",23746,720,23,017
"Sagadahoc County, Maine",16993,364,23,023
"Waldo County, Maine",16637,493,23,027
"Aitkin County, Minnesota",5782,357,27,001
"Freeborn County, Minnesota",13951,317,27,047
"Hennepin County, Minnesota",611784,6774,27,053
"Isanti County, Minnesota",18879,904,27,059
"Jackson County, Minnesota",4805,87,27,063
"Kittson County, Minnesota",1925,38,27,069
"Lake County, Minnesota",4239,86,27,075
