NAME,B08303_001E,B08303_013E,state,county
"West Baton Rouge Parish, Louisiana",11560,10,22,121
"West Feliciana Parish, Louisiana",5371,158,22,125
"Winn Parish, Louisiana",4719,364,22,127
"Albany County, New York",145874,1549,36,001
"Bronx County, New York",546560,54030,36,005
"Broome County, New York",77464,1352,36,007
"Cayuga County, New York",33412,604,36,011
"Chautauqua County, New York",52147,647,36,013
"Chenango County, New York",20209,535,36,017
"Clinton County, New York",34016,365,36,019
"Cortland County, New York",21791,296,36,023
"Delaware County, New York",17946,861,36,025
"Erie County, New York",414400,5160,36,029
"Franklin County, New York",17841,256,36,033
"Fulton County, New York",23456,400,36,035
"Greene County, New York",18928,648,36,039
"Hamilton County, New York",1841,50,36,041
"Jefferson County, New York",48260,688,36,045
"Kings County, New York",1087920,76680,36,047
"Livingston County, New York",27374,395,36,051
"Madison County, New York",30900,451,36,053
"Montgomery County, New York",20627,278,36,057
"Nassau County, New York",622432,49953,36,059
"Niagara County, New York",93331,937,36,063
"Oneida County, New York",94801,1326,36,065
"Ontario County, New York",50334,611,36,069
"Orange County, New York",163955,15513,36,071
"Oswego County, New York",51083,1095,36,075
"Río Grande Municipio, Puerto Rico",15298,1111,72,119
"Sabana Grande Municipio, Puerto Rico",6019,199,72,121
"San Germán Municipio, Puerto Rico",7126,117,72,125
"San Juan Municipio, Puerto Rico",115700,2045,72,127
"San Lorenzo Municipio, Puerto Rico",10679,546,72,129
"Santa Isabel Municipio, Puerto Rico",7307,116,72,133
"Toa Alta Municipio, Puerto Rico",26400,1450,72,135
"Trujillo Alto Municipio, Puerto Rico",25062,667,72,139
"Utuado Municipio, Puerto Rico",5669,460,72,141
"Vega Baja Municipio, Puerto Rico",14694,453,72,145
"Vieques Municipio, Puerto Rico",1693,55,72,147
"Villalba Municipio, Puerto Rico",6141,180,72,149
"Yauco Municipio, Puerto Rico",8292,181,72,153
"Anderson County, Texas",18205,483,48,001
"Angelina County, Texas",34588,1329,48,005
"Aransas County, Texas",8041,120,48,007
"Armstrong County, Texas",818,5,48,011
"Atascosa County, Texas",18376,574,48,013
"Bailey County, Texas",2561,133,48,017
"Bandera County, Texas",8575,607,48,019
"Baylor County, Texas",1373,0,48,023
"Bee County, Texas",9545,209,48,025
"Bexar County, Texas",863515,16448,48,029
"Blanco County, Texas",4955,110,48,031
"Bosque County, Texas",7279,410,48,035
"Brazoria County, Texas",160181,4139,48,039
"Brazos County, Texas",101436,1204,48,041
"Briscoe County, Texas",546,18,48,045
"Brooks County, Texas",2823,20,48,047
"Burleson County, Texas",6760,235,48,051
"Burnet County, Texas",19349,731,48,053
"Calhoun County, Texas",9641,49,48,057
"Callahan County, Texas",5517,192,48,059
"Camp County, Texas",5006,124,48,063
"Carson County, Texas",2760,37,48,065
"Castro County, Texas",3280,25,48,069
"Chambers County, Texas",19310,319,48,071
"Childress County, Texas",2826,112,48,075
"Clay County, Texas",4534,285,48,077
"Coke County, Texas",1373,69,48,081
"Coleman County, Texas",3334,75,48,083
"Collingsworth County, Texas",1196,6,48,087
"Colorado County, Texas",8618,417,48,089
"Comal County, Texas",61147,2141,48,091
"Comanche County, Texas",5614,160,48,093
"Concho County, Texas",745,52,48,095
"Cooke County, Texas",18131,623,48,097
"Coryell County, Texas",28756,657,48,099
"Rincón Municipio, Puerto Rico",4300,178,72,117
"Cottle County, Texas",631,14,48,101
"Crane County, Texas",2057,110,48,103
"Crockett County, Texas",1681,213,48,105
"Crosby County, Texas",2452,30,48,107
"Culberson County, Texas",882,70,48,109
"Dallam County, Texas",3442,1,48,111
"Dallas County, Texas",1197145,21543,48,113
"Dawson County, Texas",4176,31,48,115
"Deaf Smith County, Texas",7931,82,48,117
"Delta County, Texas",2056,122,48,119
"Knox County, Ohio",26733,828,39,083
"Licking County, Ohio",77704,1148,39,089
"Lucas County, Ohio",186759,2912,39,095
"Mahoning County, Ohio",96336,1882,39,099
"Meigs County, Ohio",8037,564,39,105
"Monroe County, Ohio",5178,310,39,111
"Morrow County, Ohio",16385,231,39,117
"Ottawa County, Ohio",17563,399,39,123
"Pickaway County, Ohio",23024,427,39,129
"Towns County, Georgia",4242,159,13,281
"Treutlen County, Georgia",2403,287,13,283
"Turner County, Georgia",3042,29,13,287
"Union County, Georgia",7636,387,13,291
"Upson County, Georgia",10641,277,13,293
"Walton County, Georgia",40165,2126,13,297
"Ware County, Georgia",12814,256,13,299
"Washington County, Georgia",6967,159,13,303
"Webster County, Georgia",901,14,13,307
"Wheeler County, Georgia",2675,146,13,309
"Whitfield County, Georgia",45652,346,13,313
"Wilcox County, Georgia",2613,73,13,315
"Wilkinson County, Georgia",3136,93,13,319
"Hawaii County, Hawaii",79637,3260,15,001
"Honolulu County, Hawaii",468727,13272,15,003
"Kalawao County, Hawaii",422,0,15,005
"Kauai County, Hawaii",31940,81,15,007
"Maui County, Hawaii",76917,932,15,009
"Ada County, Idaho",217222,3012,16,001
"Adams County, Idaho",1299,41,16,003
"Bannock County, Idaho",33560,853,16,005
"Bear Lake County, Idaho",2353,296,16,007
"Benewah County, Idaho",3389,143,16,009
"Bingham County, Idaho",18620,378,16,011
"Blaine County, Idaho",10681,107,16,013
"Boise County, Idaho",2923,129,16,015
"Bonner County, Idaho",16805,392,16,017
"Bonneville County, Idaho",49137,1215,16,019
"Boundary County, Idaho",4280,158,16,021
"Butte County, Idaho",909,15,16,023
"Camas County, Idaho",379,32,16,025
"Canyon County, Idaho",91109,1606,16,027
"Caribou County, Idaho",3069,59,16,029
"Cassia County, Idaho",9736,103,16,031
"Clark County, Idaho",309,9,16,033
"Custer County, Idaho",1170,7,16,037
"Franklin County, Idaho",5809,125,16,041
"Fremont County, Idaho",4886,161,16,043
"Gooding County, Idaho",6294,193,16,047
"Idaho County, Idaho",5800,76,16,049
"Jerome County, Idaho",10591,52,16,053
"Latah County, Idaho",18150,273,16,057
"Lemhi County, Idaho",2882,39,16,059
"Lincoln County, Idaho",2501,62,16,063
"Madison County, Idaho",17057,146,16,065
"Nez Perce County, Idaho",17648,306,16,069
"Owyhee County, Idaho",4525,124,16,073
"Tift County, Georgia",17664,167,13,277
"Payette County, Idaho",9891,138,16,075
"Shoshone County, Idaho",4767,130,16,079
"Teton County, Idaho",5296,82,16,081
"Valley County, Idaho",3938,74,16,085
"Washington County, Idaho",3450,108,16,087
"Alexander County, Illinois",1760,102,17,003
"Boone County, Illinois",23852,839,17,007
"Brown County, Illinois",2134,30,17,009
"Calhoun County, Illinois",1800,191,17,013
"Carroll County, Illinois",6007,222,17,015
"Champaign County, Illinois",94842,885,17,019
"Clark County, Illinois",6957,305,17,023
"Otsego County, New York",25745,692,36,077
"Queens County, New York",1025165,95163,36,081
"Rensselaer County, New York",74181,1545,36,083
"Rockland County, New York",132952,9017,36,087
"St. Lawrence County, New York",40971,787,36,089
"Saratoga County, New York",109798,1707,36,091
"Schenectady County, New York",67443,843,36,093
"Schoharie County, New York",13218,414,36,095
"Schuyler County, New York",7582,206,36,097
"Seneca County, New York",14290,193,36,099
"Steuben County, New York",40583,713,36,101
"Suffolk County, New York",698146,51611,36,103
"Sullivan County, New York",29960,2181,36,105
"Tioga County, New York",21206,347,36,107
"Tompkins County, New York",44051,547,36,109
"Ulster County, New York",75520,3761,36,111
"Warren County, New York",30092,588,36,113
"Washington County, New York",25874,551,36,115
"Wayne County, New York",41138,449,36,117
"Westchester County, New York",427794,29750,36,119
"Wyoming County, New York",17574,273,36,121
"Yates County, New York",9518,90,36,123
"Alamance County, North Carolina",73178,1346,37,001
"Alexander County, North Carolina",15709,362,37,003
"Alleghany County, North Carolina",4232,198,37,005
"Ashe County, North Carolina",11446,241,37,009
"Avery County, North Carolina",6026,57,37,011
"Bertie County, North Carolina",6664,310,37,015
"Bladen County, North Carolina",11663,326,37,017
"Buncombe County, North Carolina",112178,1198,37,021
"Burke County, North Carolina",37242,662,37,023
"Caldwell County, North Carolina",33802,1358,37,027
"Camden County, North Carolina",4336,155,37,029
"Caswell County, North Carolina",8999,255,37,033
"Catawba County, North Carolina",69869,1315,37,035
"Cherokee County, North Carolina",9884,551,37,039
"Chowan County, North Carolina",5120,228,37,041
"Clay County, North Carolina",4220,131,37,043
"Columbus County, North Carolina",19418,564,37,047
"Craven County, North Carolina",43755,901,37,049
"Currituck County, North Carolina",12774,462,37,053
"Dare County, North Carolina",16629,582,37,055
"Davie County, North Carolina",18653,356,37,059
"Duplin County, North Carolina",23689,961,37,061
"Edgecombe County, North Carolina",20215,314,37,065
"Forsyth County, North Carolina",162547,3000,37,067
"Gaston County, North Carolina",97345,1517,37,071
"Gates County, North Carolina",4717,275,37,073
"Granville County, North Carolina",24928,288,37,077
"Greene County, North Carolina",8006,400,37,079
"Halifax County, North Carolina",17325,621,37,083
"Harnett County, North Carolina",55010,1631,37,085
"Henderson County, North Carolina",49782,381,37,089
"Hertford County, North Carolina",8584,466,37,091
"Hoke County, North Carolina",21282,478,37,093
"Iredell County, North Carolina",78730,2004,37,097
"Jackson County, North Carolina",17298,143,37,099
"Denton County, Texas",408454,7345,48,121
"DeWitt County, Texas",7058,405,48,123
"Dickens County, Texas",792,31,48,125
"Dimmit County, Texas",3246,45,48,127
"Donley County, Texas",1406,25,48,129
"Duval County, Texas",4016,200,48,131
"Ector County, Texas",71981,3710,48,135
"Edwards County, Texas",823,0,48,137
"El Paso County, Texas",347839,6772,48,141
"Erath County, Texas",19012,556,48,143
"Fannin County, Texas",12911,839,48,147
"Fayette County, Texas",10313,553,48,149
"Floyd County, Texas",2342,58,48,153
"Foard County, Texas",503,3,48,155
"Franklin County, Texas",4223,236,48,159
"Freestone County, Texas",6719,283,48,161
"Gaines County, Texas",8069,303,48,165
"Garza County, Texas",1731,22,48,169
"Gillespie County, Texas",11001,389,48,171
"Goliad County, Texas",2822,89,48,175
"Gonzales County, Texas",8576,361,48,177
"Grayson County, Texas",57606,2006,48,181
"Gregg County, Texas",52710,1638,48,183
"Guadalupe County, Texas",71361,1498,48,187
"Hale County, Texas",13367,192,48,189
"Hamilton County, Texas",3040,204,48,193
"Hansford County, Texas",2187,20,48,195
"Hardin County, Texas",22995,734,48,199
"Harris County, Texas",2072534,44620,48,201
"Hartley County, Texas",1949,18,48,205
"Haskell County, Texas",2053,41,48,207
"Hemphill County, Texas",1669,47,48,211
"Henderson County, Texas",29643,2106,48,213
"Hill County, Texas",14555,715,48,217
"Hockley County, Texas",9556,285,48,219
"Hopkins County, Texas",16056,715,48,223
"Houston County, Texas",7628,368,48,225
"Hudspeth County, Texas",1262,36,48,229
"Hunt County, Texas",40632,2114,48,231
"Irion County, Texas",617,28,48,235
"Jack County, Texas",3035,253,48,237
"Jasper County, Texas",12631,476,48,241
"Jeff Davis County, Texas",689,30,48,243
"Jim Hogg County, Texas",1909,213,48,247
"Jim Wells County, Texas",15130,888,48,249
"Jones County, Texas",4926,144,48,253
"Karnes County, Texas",4666,61,48,255
"Kaufman County, Texas",57950,2839,48,257
"Kendall County, Texas",17715,774,48,259
"Kenedy County, Texas",150,0,48,261
"Kent County, Texas",213,3,48,263
"Kerr County, Texas",20814,453,48,265
"Kimble County, Texas",1943,157,48,267
"King County, Texas",90,0,48,269
"Kinney County, Texas",1116,2,48,271
"Kleberg County, Texas",13110,339,48,273
"Knox County, Texas",1516,16,48,275
"Lamar County, Texas",21032,605,48,277
"Lamb County, Texas",5169,89,48,279
"Lampasas County, Texas",8189,541,48,281
"La Salle County, Texas",2656,192,48,283
"Portage County, Ohio",74546,802,39,133
"Richland County, Ohio",48766,1576,39,139
"Scioto County, Ohio",25896,1202,39,145
"Stark County, Ohio",163317,2536,39,151
"Tuscarawas County, Ohio",40417,1279,39,157
"Vinton County, Ohio",5029,333,39,163
"Cotton County, Oklahoma",2318,114,40,033
"Custer County, Oklahoma",13734,569,40,039
"Ellis County, Oklahoma",1535,52,40,045
"Grady County, Oklahoma",23205,372,40,051
"Harmon County, Oklahoma",1082,23,40,057
"Hughes County, Oklahoma",3599,118,40,063
"Johnston County, Oklahoma",3955,133,40,069
"Kiowa County, Oklahoma",3400,134,40,075
"Lincoln County, Oklahoma",13380,537,40,081
"McClain County, Oklahoma",17567,219,40,087
"Major County, Oklahoma",3104,74,40,093
"Murray County, Oklahoma",5834,124,40,099
"Nowata County, Oklahoma",4003,80,40,105
"Oklahoma County, Oklahoma",356292,5283,40,109
"Ottawa County, Oklahoma",12111,197,40,115
"Pittsburg County, Oklahoma",16315,484,40,121
"Pushmataha County, Oklahoma",3713,206,40,127
"Seminole County, Oklahoma",8649,201,40,133
"Texas County, Oklahoma",9870,68,40,139
"Wagoner County, Oklahoma",35188,684,40,145
"Woods County, Oklahoma",4005,37,40,151
"Benton County, Oregon",40027,713,41,003
"Morrow County, Oregon",4576,41,41,049
"Polk County, Oregon",34071,1146,41,053
"Umatilla County, Oregon",30591,450,41,059
"Wasco County, Oregon",10478,146,41,065
"Yamhill County, Oregon",44480,991,41,071
"Newport County, Rhode Island",39292,1015,44,005
"Adams County, Pennsylvania",46747,2118,42,001
"Beaver County, Pennsylvania",74289,1267,42,007
"Blair County, Pennsylvania",53140,1037,42,013
"Butler County, Pennsylvania",84726,1876,42,019
"Carbon County, Pennsylvania",28354,1150,42,025
"Clarion County, Pennsylvania",16157,537,42,031
"Columbia County, Pennsylvania",28517,378,42,037
"Dauphin County, Pennsylvania",127573,2065,42,043
"Erie County, Pennsylvania",118317,1745,42,049
"Franklin County, Pennsylvania",68824,2001,42,055
"Huntingdon County, Pennsylvania",17354,1102,42,061
"Juniata County, Pennsylvania",10651,599,42,067
"Lawrence County, Pennsylvania",36371,576,42,073
"Luzerne County, Pennsylvania",139939,3695,42,079
"Mifflin County, Pennsylvania",20588,683,42,087
"Westmoreland County, Pennsylvania",157556,4255,42,129
"Aiken County, South Carolina",68300,952,45,003
"Bamberg County, South Carolina",4928,253,45,009
"Berkeley County, South Carolina",101793,1992,45,015
"Cherokee County, South Carolina",22371,519,45,021
"Clarendon County, South Carolina",11096,639,45,027
"Dorchester County, South Carolina",70863,1722,45,035
"Florence County, South Carolina",57707,1166,45,041
"Greenwood County, South Carolina",28588,372,45,047
"Clay County, Illinois",5650,262,17,025
"Coles County, Illinois",22816,228,17,029
"Cook County, Illinois",2312533,72348,17,031
"Cumberland County, Illinois",5229,43,17,035
"DeKalb County, Illinois",49765,1637,17,037
"Douglas County, Illinois",8903,83,17,041
"Edgar County, Illinois",7526,91,17,045
"Edwards County, Illinois",2689,31,17,047
"Fayette County, Illinois",8349,125,17,051
"Ford County, Illinois",6004,100,17,053
"Fulton County, Illinois",14076,276,17,057
"Gallatin County, Illinois",1829,53,17,059
"Grundy County, Illinois",23607,796,17,063
"Hancock County, Illinois",7534,270,17,067
"Hardin County, Illinois",1373,46,17,069
"Henry County, Illinois",22085,355,17,073
"Iroquois County, Illinois",11740,326,17,075
"Jasper County, Illinois",4132,189,17,079
"Jefferson County, Illinois",15490,249,17,081
"Jersey County, Illinois",9811,160,17,083
"Jo Daviess County, Illinois",9626,167,17,085
"Johnson County, Illinois",3548,27,17,087
"Kane County, Illinois",242900,7828,17,089
"Kankakee County, Illinois",47816,1733,17,091
"Kendall County, Illinois",59755,2640,17,093
"Knox County, Illinois",19847,387,17,095
"Lake County, Illinois",319195,10861,17,097
"LaSalle County, Illinois",48488,1895,17,099
"Lawrence County, Illinois",6069,113,17,101
"Lee County, Illinois",14254,501,17,103
"Livingston County, Illinois",14932,501,17,105
"Logan County, Illinois",11568,206,17,107
"McDonough County, Illinois",12493,248,17,109
"McHenry County, Illinois",147934,6098,17,111
"McLean County, Illinois",79409,964,17,113
"Macon County, Illinois",43516,560,17,115
"Macoupin County, Illinois",18788,347,17,117
"Madison County, Illinois",119236,1805,17,119
"Marshall County, Illinois",4819,125,17,123
"Mason County, Illinois",5669,129,17,125
"Menard County, Illinois",5689,85,17,129
"Mercer County, Illinois",6854,117,17,131
"Montgomery County, Illinois",10800,269,17,135
"Morgan County, Illinois",14189,263,17,137
"Ogle County, Illinois",22782,863,17,141
"Perry County, Illinois",7608,108,17,145
"Piatt County, Illinois",7762,95,17,147
"Pope County, Illinois",1057,32,17,151
"Pulaski County, Illinois",1677,13,17,153
"Randolph County, Illinois",12626,348,17,157
"Richland County, Illinois",6851,154,17,159
"St. Clair County, Illinois",118056,1920,17,163
"Sangamon County, Illinois",86045,1551,17,167
"Schuyler County, Illinois",2675,91,17,169
"Shelby County, Illinois",9898,173,17,173
"Stark County, Illinois",2227,36,17,175
"Tazewell County, Illinois",58094,910,17,179
"Union County, Illinois",6500,85,17,181
"Wabash County, Illinois",4980,116,17,185
"Jones County, North Carolina",3544,101,37,103
"Lee County, North Carolina",26472,393,37,105
"Lincoln County, North Carolina",37074,863,37,109
"McDowell County, North Carolina",18045,328,37,111
"Madison County, North Carolina",8498,256,37,115
"Martin County, North Carolina",9023,93,37,117
"Mitchell County, North Carolina",6096,89,37,121
"Montgomery County, North Carolina",10446,176,37,123
"Moore County, North Carolina",39920,937,37,125
"Nash County, North Carolina",39201,893,37,127
"New Hanover County, North Carolina",100648,1544,37,129
"Northampton County, North Carolina",6662,210,37,131
"Onslow County, North Carolina",97074,1076,37,133
"Orange County, North Carolina",60910,770,37,135
"Pamlico County, North Carolina",4152,145,37,137
"Pasquotank County, North Carolina",16673,766,37,139
"Pender County, North Carolina",25278,795,37,141
"Perquimans County, North Carolina",5052,422,37,143
"Person County, North Carolina",17592,374,37,145
"Pitt County, North Carolina",78215,1467,37,147
"Polk County, North Carolina",8122,248,37,149
"Randolph County, North Carolina",61608,1003,37,151
"Richmond County, North Carolina",18195,677,37,153
"Robeson County, North Carolina",46487,1262,37,155
"Rockingham County, North Carolina",37733,766,37,157
"Rowan County, North Carolina",59105,1392,37,159
"Rutherford County, North Carolina",25286,513,37,161
"Sampson County, North Carolina",25313,1048,37,163
"Scotland County, North Carolina",11547,337,37,165
"Stokes County, North Carolina",19994,497,37,169
"Surry County, North Carolina",30048,1144,37,171
"Transylvania County, North Carolina",12523,264,37,175
"Tyrrell County, North Carolina",1419,107,37,177
"Vance County, North Carolina",17316,408,37,181
"Wake County, North Carolina",495113,8677,37,183
"Washington County, North Carolina",4003,63,37,187
"Watauga County, North Carolina",23778,533,37,189
"Wilkes County, North Carolina",27707,835,37,193
"Wilson County, North Carolina",33705,705,37,195
"Yancey County, North Carolina",6846,270,37,199
"Atlantic County, New Jersey",116937,3357,34,001
"Burlington County, New Jersey",208861,7612,34,005
"Camden County, New Jersey",227776,7650,34,007
"Cumberland County, New Jersey",57118,1054,34,011
"Essex County, New Jersey",342127,21890,34,013
"Hudson County, New Jersey",327262,13277,34,017
"Hunterdon County, New Jersey",57031,3229,34,019
"Middlesex County, New Jersey",368310,28123,34,023
"Monmouth County, New Jersey",287063,25915,34,025
"Ocean County, New Jersey",238651,13721,34,029
"Passaic County, New Jersey",227042,7733,34,031
"Somerset County, New Jersey",155006,8622,34,035
"Sussex County, New Jersey",67553,4315,34,037
"Warren County, New Jersey",50582,2846,34,041
"Adams County, Indiana",14537,413,18,001
"Bartholomew County, Indiana",37026,304,18,005
"Benton County, Indiana",3754,68,18,007
"Lee County, Texas",7320,383,48,287
"Leon County, Texas",6369,361,48,289
"Liberty County, Texas",29084,2254,48,291
"Limestone County, Texas",8221,194,48,293
"Lipscomb County, Texas",1543,112,48,295
"Live Oak County, Texas",3879,142,48,297
"Llano County, Texas",7310,464,48,299
"Lubbock County, Texas",141994,1909,48,303
"McCulloch County, Texas",3175,113,48,307
"McLennan County, Texas",108918,1958,48,309
"Madison County, Texas",4653,157,48,313
"Marion County, Texas",3297,54,48,315
"Mason County, Texas",1732,69,48,319
"Matagorda County, Texas",14720,502,48,321
"Medina County, Texas",20385,788,48,325
"Menard County, Texas",875,98,48,327
"Milam County, Texas",9499,355,48,331
"Mills County, Texas",1940,52,48,333
"Montague County, Texas",7598,289,48,337
"Montgomery County, Texas",253149,8808,48,339
"Morris County, Texas",4814,61,48,343
"Motley County, Texas",553,4,48,345
"Navarro County, Texas",20296,1249,48,349
"Newton County, Texas",4975,443,48,351
"Nueces County, Texas",157253,2376,48,355
"Ochiltree County, Texas",4406,150,48,357
"Orange County, Texas",36370,617,48,361
"Palo Pinto County, Texas",11339,587,48,363
"Parker County, Texas",59402,3020,48,367
"Parmer County, Texas",4471,51,48,369
"Polk County, Texas",17562,1306,48,373
"Potter County, Texas",48326,717,48,375
"Rains County, Texas",4717,369,48,379
"Randall County, Texas",66972,1119,48,381
"Real County, Texas",1078,38,48,385
"Red River County, Texas",4580,89,48,387
"Refugio County, Texas",2708,42,48,391
"Roberts County, Texas",362,3,48,393
"Rockwall County, Texas",45273,737,48,397
"Runnels County, Texas",4403,130,48,399
"Sabine County, Texas",3013,209,48,403
"San Augustine County, Texas",2853,92,48,405
"San Patricio County, Texas",26805,407,48,409
"San Saba County, Texas",2317,146,48,411
"Scurry County, Texas",6495,240,48,415
"Shackelford County, Texas",1428,51,48,417
"Sherman County, Texas",1452,59,48,421
"Smith County, Texas",97045,2402,48,423
"Lavaca County, Texas",8443,646,48,285
"Somervell County, Texas",3519,230,48,425
"Starr County, Texas",20368,1352,48,427
"Stephens County, Texas",3331,115,48,429
"Sterling County, Texas",576,13,48,431
"Stonewall County, Texas",688,5,48,433
"Sutton County, Texas",1646,33,48,435
"Swisher County, Texas",2577,67,48,437
"Tarrant County, Texas",949243,18118,48,439
"Taylor County, Texas",63469,1417,48,441
"Terrell County, Texas",287,82,48,443
"Terry County, Texas",4791,137,48,445
"Throckmorton County, Texas",675,2,48,447
"Jasper County, South Carolina",12156,236,45,053
"Lee County, South Carolina",5774,114,45,061
"Marion County, South Carolina",10861,629,45,067
"Oconee County, South Carolina",30687,840,45,073
"Richland County, South Carolina",194259,3827,45,079
"Sumter County, South Carolina",44125,936,45,085
"Aurora County, South Dakota",1281,10,46,003
"Bon Homme County, South Dakota",2363,64,46,009
"Brule County, South Dakota",2516,30,46,015
"Hanson County, South Dakota",1527,35,46,061
"Hutchinson County, South Dakota",3307,81,46,067
"Jerauld County, South Dakota",854,12,46,073
"Lawrence County, South Dakota",12573,176,46,081
"McCook County, South Dakota",2571,22,46,087
"Meade County, South Dakota",14208,213,46,093
"Minnehaha County, South Dakota",100033,1216,46,099
"Pennington County, South Dakota",52023,882,46,103
"Sanborn County, South Dakota",1082,8,46,111
"Sully County, South Dakota",582,3,46,119
"Turner County, South Dakota",3949,55,46,125
"Yankton County, South Dakota",10923,191,46,135
"Bedford County, Tennessee",21305,351,47,003
"Blount County, Tennessee",57067,1057,47,009
"Cannon County, Tennessee",5872,97,47,015
"Cheatham County, Tennessee",18619,416,47,021
"Clay County, Tennessee",2652,122,47,027
"Crockett County, Tennessee",6026,147,47,033
"Decatur County, Tennessee",4024,92,47,039
"Jackson County, Tennessee",4506,155,47,087
"Knox County, Tennessee",212188,2836,47,093
"Lawrence County, Tennessee",15825,614,47,099
"Loudon County, Tennessee",21075,98,47,105
"Macon County, Tennessee",10151,520,47,111
"Marshall County, Tennessee",13930,337,47,117
"Monroe County, Tennessee",16893,520,47,123
"Morgan County, Tennessee",6791,113,47,129
"Perry County, Tennessee",2505,53,47,135
"Putnam County, Tennessee",33953,898,47,141
"Robertson County, Tennessee",32500,792,47,147
"Sevier County, Tennessee",43302,598,47,155
"Stewart County, Tennessee",5418,459,47,161
"Tipton County, Tennessee",26399,385,47,167
"Union County, Tennessee",7254,98,47,173
"Washington County, Tennessee",56018,1031,47,179
"White County, Tennessee",10374,316,47,185
"Beaver County, Utah",2580,45,49,001
"Carbon County, Utah",7791,337,49,007
"Duchesne County, Utah",6960,201,49,013
"Addison County, Vermont",17373,269,50,001
"Chittenden County, Vermont",82122,888,50,007
"Grand Isle County, Vermont",3097,86,50,013
"Orleans County, Vermont",12016,562,50,019
"Windham County, Vermont",18162,423,50,025
"Albemarle County, Virginia",46277,751,51,003
"Amherst County, Virginia",14292,579,51,009
"Augusta County, Virginia",33599,789,51,015
"Bland County, Virginia",2255,38,51,021
"Buchanan County, Virginia",6004,188,51,027
"Warren County, Illinois",7295,134,17,187
"Wayne County, Illinois",6676,153,17,191
"Whiteside County, Illinois",24947,651,17,195
"Will County, Illinois",323059,15406,17,197
"Winnebago County, Illinois",122857,3618,17,201
"Woodford County, Illinois",17169,182,17,203
"Adams County, Iowa",1546,57,19,003
"Allamakee County, Iowa",6198,176,19,005
"Audubon County, Iowa",2611,45,19,009
"Black Hawk County, Iowa",62901,1120,19,013
"Boone County, Iowa",13367,219,19,015
"Buchanan County, Iowa",9844,156,19,019
"Butler County, Iowa",6470,101,19,023
"Calhoun County, Iowa",3980,72,19,025
"Cass County, Iowa",5919,151,19,029
"Cedar County, Iowa",8849,103,19,031
"Cherokee County, Iowa",5286,106,19,035
"Chickasaw County, Iowa",5886,108,19,037
"Clay County, Iowa",7354,103,19,041
"Clinton County, Iowa",20057,282,19,045
"Crawford County, Iowa",7377,69,19,047
"Davis County, Iowa",3684,103,19,051
"Decatur County, Iowa",3285,180,19,053
"Des Moines County, Iowa",17781,230,19,057
"Dickinson County, Iowa",8494,143,19,059
"Dubuque County, Iowa",46723,670,19,061
"Emmet County, Iowa",4198,123,19,063
"Fayette County, Iowa",8600,155,19,065
"Floyd County, Iowa",6910,46,19,067
"Franklin County, Iowa",4288,31,19,069
"Fremont County, Iowa",3130,30,19,071
"Greene County, Iowa",4209,97,19,073
"Grundy County, Iowa",5552,145,19,075
"Guthrie County, Iowa",4973,139,19,077
"Hamilton County, Iowa",6699,101,19,079
"Hancock County, Iowa",5251,170,19,081
"Hardin County, Iowa",7674,179,19,083
"Harrison County, Iowa",6842,130,19,085
"Henry County, Iowa",8781,82,19,087
"Howard County, Iowa",4061,138,19,089
"Humboldt County, Iowa",4271,104,19,091
"Ida County, Iowa",3018,99,19,093
"Iowa County, Iowa",7881,141,19,095
"Jackson County, Iowa",8749,192,19,097
"Jefferson County, Iowa",7239,143,19,101
"Johnson County, Iowa",76028,811,19,103
"Keokuk County, Iowa",4441,96,19,107
"Lee County, Iowa",14637,142,19,111
"Linn County, Iowa",110117,1564,19,113
"Lucas County, Iowa",3804,67,19,117
"Lyon County, Iowa",5425,85,19,119
"Mahaska County, Iowa",10396,87,19,123
"Marshall County, Iowa",17557,336,19,127
"Mills County, Iowa",6946,99,19,129
"Monona County, Iowa",3709,75,19,133
"Monroe County, Iowa",3445,91,19,135
"Muscatine County, Iowa",19964,214,19,139
"Osceola County, Iowa",2818,92,19,143
"Page County, Iowa",6682,113,19,145
"Plymouth County, Iowa",12303,153,19,149
"Pocahontas County, Iowa",3089,32,19,151
"Boone County, Indiana",30220,611,18,011
"Brown County, Indiana",6650,306,18,013
"Cass County, Indiana",17215,350,18,017
"Clark County, Indiana",54152,648,18,019
"Clinton County, Indiana",13988,72,18,023
"Crawford County, Indiana",4101,165,18,025
"Dearborn County, Indiana",23353,384,18,029
"Decatur County, Indiana",12537,291,18,031
"Delaware County, Indiana",49179,947,18,035
"Dubois County, Indiana",20943,337,18,037
"Fayette County, Indiana",9825,348,18,041
"Floyd County, Indiana",35448,484,18,043
"Fountain County, Indiana",6843,119,18,045
"Franklin County, Indiana",10449,424,18,047
"Fulton County, Indiana",8571,239,18,049
"Gibson County, Indiana",15976,258,18,051
"Grant County, Indiana",26785,640,18,053
"Greene County, Indiana",13692,486,18,055
"Hamilton County, Indiana",153338,1762,18,057
"Hancock County, Indiana",35996,734,18,059
"Harrison County, Indiana",16777,142,18,061
"Hendricks County, Indiana",79978,1447,18,063
"Henry County, Indiana",18811,501,18,065
"Howard County, Indiana",34762,400,18,067
"Huntington County, Indiana",16965,279,18,069
"Jackson County, Indiana",20522,359,18,071
"Jasper County, Indiana",14030,329,18,073
"Jay County, Indiana",8671,231,18,075
